mkt,ticker,previous_close,open,high,low,close,direction,change,,,volume,,,,,
Reg,TRG,64.48,64.52,65.1,63.7,63.82,-,-0.66,1473,1239750,79702936.55,,,,,
FUT,TRG-JUL,65.65,66.65,66.65,65.01,65.01,-,-0.64,14,27500,1807235,,,,,
FUT,TRG-JUN,64.84,65,65.4,64,64.19,-,-0.65,527,681500,44025140,,,,,
Reg,TRIPF,113.5,112.12,117.4,112.12,115.39,+,1.89,24,9731,1110045.11,,,,,
Reg,TSBL,11.5,11.5,11.5,11.5,11.5,#ERROR!,0,3,430,4945,,,,,
Reg,TSMF,4.6,3.73,5.33,3.73,4.6,#ERROR!,0,6,25,126.1,,,,,
Reg,TSML,69.85,66,66,66,69.85,#ERROR!,0,1,10,660,,,,,
Reg,TSPL,9.53,10,10,8.75,9.95,+,0.42,36,52835,481297.16,,,,,
Reg,UBDL,11.85,12,12,11.75,11.75,-,-0.1,6,2037,24304.75,,,,,
Reg,UBL,260.19,270,282.03,260.55,265.65,+,5.46,2803,2106556,5.71E+08,,,,,
FUT,UBL-JUL,262.01,265,277,265,270.54,+,8.53,125,213000,58405170,,,,,
FUT,UBL-JUNB,256.6,268,273.5,262,265.86,+,9.26,252,242000,65385055,,,,,
Reg,UBLPETF,18.74,19.07,19.17,18.84,18.98,+,0.24,6,6000,113850,,,,,
Reg,UCAPM,1.93,1.99,2.05,1.85,2.02,+,0.09,43,34246,68156.47,,,,,
Reg,UNIC,12.86,12.98,12.98,12.8,12.84,-,-0.02,49,82883,1065477.76,,,,,
Reg,UNITY,27.01,27,27.34,26.96,27.27,+,0.26,1005,5043256,1.37E+08,,,,,
FUT,UNITY-JUNB,27.14,28.99,28.99,27.01,27.37,+,0.23,299,820500,22461000,,,,,
Reg,UPFL,18181.56,18182,18399.93,18000,18199.06,+,17.5,28,114,2071613.28,,,,,
Reg,UVIC,5.88,6.25,6.48,5.22,6.32,+,0.44,34,36957,210386.72,,,,,
Reg,WAHN,202.69,204,208.98,195.5,202.44,-,-0.25,47,731,147886.11,,,,,
Reg,WAVES,7.51,7.55,7.62,7.41,7.45,-,-0.06,576,1647634,12332581.67,,,,,
Reg,WAVESAPP,16.72,17.49,17.49,15.3,15.55,-,-1.17,622,937384,14617529.28,,,,,
FUT,WAVES-JUN,7.57,7.59,7.59,7.46,7.55,-,-0.02,71,137000,1034095,,,,,
Reg,WTL,1.31,1.31,1.34,1.25,1.27,-,-0.04,1458,43051185,55322442.33,,,,,
FUT,WTL-JUN,1.31,1.34,1.34,1.26,1.28,-,-0.03,79,2324000,2987560,,,,,
Reg,YOUW,3.53,3.5,3.6,3.45,3.45,-,-0.08,115,217096,753240.62,,,,,
FUT,YOUW-JUN,3.75,4,4,4,4,+,0.25,3,8500,29840,,,,,
Reg,ZAHID,28.13,26.02,29.99,26.02,28.13,#ERROR!,0,12,42,1213.39,,,,,
Reg,ZTL,11,10.99,10.99,10.99,11,#ERROR!,0,1,1,10.99,,,,,
